id,subseccion,idea,citas,veredicto,pagina_traza,tipo_problema,accion,idea_real_fuente,evidencia_textual,refuerzo_pico,notas
INTROD-CaractGenetica-06,Caracterizacion genetica,"La deteccion de una variante minoritaria se logra mediante cobertura del genoma o regiones diagnosticas, concordancia entre replicas y frecuencia relativa del linaje, para reducir reportes enganosos por error de secuenciacion o contaminacion cruzada",Dash_2024;Child_2023,PARCIAL,Child p.9,cita_no_sostiene_afirmacion,revisar_redaccion,"Solo el elemento de 'cobertura de regiones diagnosticas' tiene apoyo en Child; concordancia entre replicas, frecuencia relativa como umbral, error de secuenciacion y contaminacion cruzada NO se discuten como criterios en Child (ni verificado en Dash)","""many sequences could not be assigned, possibly due to coverage of amplicon regions not containing variations required for differentiation of genotypes"" (child-2023, p.9); ""tiled-PCR sequencing can improve the resolution of variant detection... in wastewater samples containing variant mixtures"" (child-2023, p.9)","PICOC[P: variante minoritaria; I: controles bioinformaticos; O: reducir reportes por error/contaminacion; C: secuenciacion] — ""sequencing or demultiplexing errors can occur, and one way to evaluate this is by using bioinformatic negatives, which consist of using barcode/indices combinations different than the ones used for samples"" (Dash_2024, p.519)",'concordancia entre replicas' y 'contaminacion cruzada' no estan en Child; el conjunto de criterios es en gran parte no respaldado por estas fuentes. Reformular o citar fuente que enumere estos criterios de confianza
INTROD-Interpretacion-01,Interpretacion y limitaciones,"Una senal positiva indica presencia de material genetico compatible con el blanco, pero su magnitud varia por la matriz, de modo que las tendencias y comparaciones bajo condiciones similares son mas informativas que las lecturas aisladas",Parkins_2023;Hughes_2022,PARCIAL,Hughes p.176,cita_no_sostiene_afirmacion,revisar_redaccion,"La variacion de magnitud y el enfasis en tendencias estan soportados en Hughes, pero la comparacion explicita 'mas informativas que las lecturas aisladas' no esta enunciada literalmente (es inferencial)","""Concentrations of the RSV N gene in wastewater solids ranged from nondetect to 6.2 x 10^4 copies/g dry weight"" (hughes-2022, p.176); ""The temporal trend in RSV RNA concentrations in settled solids mirrors state-wide trends in RSV positivity rate"" (hughes-2022, p.176)","PICOC[P: SARS-CoV-2/aguas; I: senal RT-qPCR; O: valor de tendencias/correlacion; C: comparaciones bajo condiciones similares] — ""Several studies have demonstrated that hospitalization rates correlate strongly with SARS-CoV-2 RNA measured in associated sewersheds, providing a variable lead time"" (Parkins_2023, p.6)",'mas informativas que las lecturas aisladas' no es literal en Hughes; ninguna frase contrasta tendencias vs lecturas aisladas. Parkins tambien co-citado. Suavizar o reatribuir
INTROD-Interpretacion-02,Interpretacion y limitaciones,"Child documentaron que la metagenomica shotgun puede ser insuficiente para recuperar genomas virales sin enriquecimiento previo, y que los metodos dirigidos aumentan la cobertura pero requieren conocimiento previo del genoma",Child_2023,OK,"Child p.1,10,12",,ninguna,Coincide plenamente,"""untargeted metagenomic sequencing is likely to be insufficient for genomic surveillance... unless viral concentration can be enhanced further"" (child-2023, p.10); ""these methods... require prior knowledge of the target genome(s)"" (child-2023, p.1)","PICOC[P: virus en aguas; I: metagenomica shotgun vs metodos dirigidos; C: sin/ con enriquecimiento; O: sensibilidad vs conocimiento previo del genoma; C: WBE] — ""This demonstrates the potential for this technique to be used for genomic surveillance of multiple pathogens of interest simultaneously, although this still requires prior knowledge of the targeted viral genomes"" (Child_2023, p.12)",
INTROD-Interpretacion-03,Interpretacion y limitaciones,"En la PTAR Quitumbe, las muestras con Cq tardios tuvieron menor exito de secuenciacion y los cambios de cebadores afectaron la asignacion de linajes",MejiaCalle_2024,OK,"MejiaCalle p.45,62",,ninguna,Coincide,"""only 36 samples could be sequenced, as the remaining 11 samples had very late CT values"" (MejiaCalle, p.45); ""the change in primers... impacted the detection of circulating lineages and led to the identification of primitive lineages"" (MejiaCalle, p.62)","PICOC[P: SARS-CoV-2/aguas; I: RT-qPCR y cambio de cebadores; O: menor exito de secuenciacion y asignacion afectada; C: PTAR Quitumbe] — ""Cabe destacar que la metodologia utilizada es altamente sensible a los cambios en los cebadores. Entre marzo y julio de 2024, los resultados no coincidieron con las muestras clinicas, ya que, aunque el SARS-CoV-2 seguia siendo detectable, solo se identificaron secuencias conservadas"" (MejiaCalle_2024, p.9)",
INTROD-Interpretacion-04,Interpretacion y limitaciones,"Una planta de tratamiento representa a una poblacion conectada al alcantarillado, con variaciones por movilidad, cobertura de red y aportes no domesticos; los datos ambientales evidencian circulacion y tendencias, mientras la atribucion a barrios o grupos requiere disenos y metadatos adicionales",Parkins_2023;Sims_2020,OK,"Parkins p.8-9,11,26; Sims p.4-5",,ninguna,"Bien soportado por Parkins (senal comunitaria integrada, aportes no domesticos, necesidad de zoom-in/diseno); Sims respalda la poblacion agrupada conectada","""providing an integrated SARS-CoV-2 signal for the entire community served by that system"" (parkins-2023, p.26); ""non-feces-containing wastewater from non-resident sources (i.e., commercial and industrial discharges)"" (parkins-2023, p.11); ""WWTPs serve communities located in well-defined geographical sewerage catchment areas... whole population contributes"" (sims-2020, p.4)","PICOC[P: poblacion conectada al alcantarillado; I: vigilancia de aguas; O: senal integrada de circulacion; C: cuenca urbana] — ""they are held within geographically defined water catchment areas (watersheds) to which whole populations contribute"" (Sims_2020, p.5)",En Sims la parte de 'atribucion a subpoblaciones requiere diseno adicional' no es literal (Sims lo plantea como limitacion inherente); esa parte la cubre mejor Parkins (p.8-9)
RES-ENC-01,Encabezado,Conteos de muestras y rendimiento por virus,,SIN_FUENTE,-,dato_propio,mantener,,dato_propio (conteos/tablas del estudio),sin refuerzo disponible,Sin cita; correcto.
RES-CUANT-01,Cuantificacion RT-qPCR,"Cq N1 por grupo (linaje 34,0; sin caract. 36,6; no secuenc. 38,5); solapamiento de rangos",,SIN_FUENTE,-,dato_propio,mantener,,dato_propio (valores Cq medidos),"PICOC[P: SARS-CoV-2 en aguas / I: RT-qPCR + secuenciación / O: umbral Ct<33 para genoma completo (relación Cq-cobertura) / C: baja carga] — ""Only samples with RT-qPCR CT values <33 (~25 genome copies/µl) yielded complete consensus genomes"" (Crits_Christoph_2021, p.3)",Sin cita; correcto.
RES-SARS-01,Dinamica SARS,JN.1 en aguas de Quito coincide con antecedente local (antes que en clinica),MejiaCalle_2024,OK,resumen,,mantener,,"""se detecto el linaje JN.1...en octubre de 2023 y febrero de 2024, en proporciones similares a las de las muestras clinicas...y en algunos casos, incluso antes de ser identificadas clinicamente"" (00331348-MejiaCalle, resumen)","PICOC[P: SARS-CoV-2 en aguas residuales / I: WBE / C: vs clínica / O: lead time, anticipa diagnósticos] — ""The potential for WBE data to identify changes in community disease dynamics prior to clinical diagnoses is consistently reported, with the lead time varying from study to study."" (Acosta_2022, p.7)",Verificado.
RES-SARS-02,Dinamica SARS,La secuenciacion de aguas identifica variantes regionalmente prevalentes,Crits_Christoph_2021,OK,p.1,,mantener,,"""Genome Sequencing of Sewage Detects Regionally Prevalent SARS-CoV-2 Variants"" (crits-christoph-2021, p.1)","PICOC[P: SARS-CoV-2 en aguas / I: secuenciación de aguas / C: vs clínica / O: recupera prevalencia de variantes locales / C: LMIC (Sudáfrica)] — ""We show that wastewater genomics can support SARS-CoV-2 epidemiological investigations by reliably recovering the prevalence of local circulating variants, even when clinical samples are not available."" (Yousif_2023, p.1)",Titulo literal.
RES-SARS-03,Dinamica SARS,Brecha deteccion/caracterizacion coherente con baja carga y Cq tardios,MejiaCalle_2024,OK,resumen,,mantener,,"""aunque el SARS-CoV-2 seguia siendo detectable, solo se identificaron secuencias conservadas, lo que llevo a la asignacion incorrecta de linajes"" (00331348-MejiaCalle, resumen)","PICOC[P: SARS-CoV-2 en aguas / I: secuenciación (enriquecimiento vs no) / O: genoma completo solo con Ct bajo / C: Cq tardío/baja carga] — ""One previous study using the same hybrid-capture panel for sequencing SARS-CoV-2 in wastewater obtained complete consensus genomes for samples with Ct values <33, while sequencing without enrichment yielded a maximum of 40 read pairs"" (Child_2023, p.12)",Verificado.
RES-SARS-04,Dinamica SARS,Baja proporcion viral / cobertura insuficiente para Cq tardios,Parkins_2023,OK,secc. secuenciacion,,mantener,,"""the diversity of SARS-CoV-2 lineages present represents only a tiny fraction of the total nucleic acids...shotgun metatranscriptomic sequencing...very low proportions of reads mapping to SARS-CoV-2"" (parkins-2023)","PICOC[P: SARS-CoV-2 en aguas / I: vigilancia genómica / O: baja carga viral -> cobertura pobre / C: matriz ambiental compleja] — ""Low viral loads, heavily fragmented RNA and PCR inhibitors in complex environmental samples lead to poor sequencing coverage"" (Karthikeyan_2022, p.1)",Verificado.
RES-SARS-05,Dinamica SARS,Dificultad de recuperar genomas de matrices dominadas por material no viral,Child_2023,OK,p.1-2,,mantener,,"""samples dominated by bacteria""; ""the sewage virome is dominated by bacteriophages and plant viruses"" (child-et-al-2023)","PICOC[P: SARS-CoV-2 en aguas / I: metatranscriptómica sin enriquecimiento / O: dificultad de detectar virus, <40 read pairs / C: matriz dominada por material no diana] — ""Without enrichment, we were able to only detect fewer than 40 total SARS-CoV-2 read pairs (Fig. 1c; see also Table S1). While this illustrates the difficulty of detecting specific viruses in wastewater in unenriched sequencing data sets, larger sequencing efforts may overcome this limitation by sequencing more deeply."" (Crits_Christoph_2021, p.3)",Verificado.
RES-ENT-01,Enterovirus,"El flujo recupero enterovirus, en linea con vigilancia de enterovirus no polio",Bubba_2023,OK,p.1,,mantener,,"""Wastewater Surveillance in Europe for Non-Polio Enteroviruses"" (microorganisms-11-02496, p.1)","PICOC[P=enterovirus no polio en aguas; I=vigilancia ambiental; O=detección esperada de NPEV; C=aguas residuales] — ""Thus NPEV should be always be detected in wastewater and can be used as control of the overall procedures"" (Bubba_2023, p.2)",Titulo literal.
RES-ENT-02,Enterovirus,Deteccion molecular directa capta enterovirus que la vigilancia de PFA no ve,Asghar_2014,PARCIAL,p.1-3,matiz_terminologia,revisar,Asghar es estricto de poliovirus/WPV (PFA=vigilancia de polio); el texto lo generaliza a 'enterovirus'.,"""sewage samples...even in the absence of confirmed WPV cases detected through AFP surveillance"" (asghar-2014, p.1-3)","PICOC[P=poliovirus/enterovirus; I=vigilancia ambiental (ES); C=vs vigilancia de PFA/AFP; O=detección en ausencia de casos] — ""isolates in the absence of WPV-positive AFP cases from the same area, thereby enabling a focus on preventive action in these areas because of the detected circulation in locations where either no AFP cases have yet occurred or are cases have been underreported"" (Asghar_2014, p.4)",Extension defendible (polio es enterovirus); precisar.
RES-ENT-03,Enterovirus,Deteccion molecular directa capta enterovirus que la clinica no ve,Bottcher_2025,PARCIAL,p.1,matiz_terminologia,revisar,"Bottcher es sobre cVDPV2 (poliovirus), no enterovirus no polio.","""As a supplementary system to clinical diagnosis, wastewater-based poliovirus surveillance offers the opportunity to detect...at an early stage"" (eurosurv-30-3-1, p.1)","PICOC[P=poliovirus; I=vigilancia ambiental molecular; C=vs vigilancia clínica; O=circulación silenciosa sin casos paralíticos] — ""which offers excellent protection against paralysis but is less effective than oral vaccine against poliovirus shedding, potentially allowing circulation without detection of paralytic cases for long periods of time"" (Klapsa_2022, p.1)",Mismo matiz que Asghar.
RES-ENT-04,Enterovirus,Ausencia de poliovirus concuerda con pais IPV sin circulacion; deteccion infrecuente exige metodos sensibles,Zurbriggen_2008,OK,p.1,matiz,mantener,,"""Isolation of Sabin-Like Polioviruses from Wastewater in a Country Using Inactivated Polio Vaccine""; ""not consistent with extended circulation"" (zurbriggen-2008, p.1)","PICOC[P=poliovirus en aguas; I=vigilancia; C=contexto país con IPV; O=sensibilidad de detección reducida] — ""the future expansion of the use of inactivated polio vaccine (IPV), which provides limited protection against infection, could contribute to reduced surveillance sensitivity"" (MasLago_2003, p.2)",Suiza aislo Sabin-like (residual OPV); Ecuador (IPV exclusivo) coherente.
RES-ENT-05,Enterovirus,La deteccion ambiental de poliovirus es infrecuente y exige metodos sensibles,Asghar_2014,OK,p.1-2,,mantener,,"""ES programs must be developed in a manner that is sensitive"" (asghar-2014)","PICOC[P=poliovirus ambiental; I=detección molecular (RT-PCR); C=vs cultivo celular; O=sensibilidad] — ""quantitative RT-PCR capable of amplifying all polioviruses through the use of degenerate (pan-poliovirus) primers has historically reported low sensitivity compared with that of cell culture"" (Shaw_2020, p.2)",Verificado.
RES-RSV-01,RSV,Ausencia de caracterizacion coherente con requerimiento de >10.000 copias/mL,Le_2025,OK,p.1,,mantener,,"""(>90% coverage) were obtained from 98% of samples with >10,000 copies/mL"" (s41598-025-20371-5, p.1)","PICOC[P=RSV; I=secuenciación/genoma completo; C=carga viral por copias/mL; O=genoma solo con >10.000 copias/mL, ninguno con <1.000] — ""Whole genomes (> 90% coverage) were obtained from 98% of samples with > 10,000 copies/mL, from 3/14 samples with 1,000–10,000 copies/mL, and from none with < 1,000 copies/mL."" (Le_2025, p.1)",Cifra exacta.
RES-RSV-02,RSV,"Senal de RSV sin caracterizacion reproduce asociacion via cuantificacion, no secuenciacion",Hughes_2022,OK,p.1,,mantener,,"""its concentration in settled solids is strongly associated (Kendall's tau = 0.65-0.77, p<10-7) with clinical positivity rates for RSV"" (hughes-2022, p.1)","PICOC[P=RSV en aguas residuales; I=cuantificación por RT-qPCR; C=vs registro nacional de incidencia clínica; O=correlación positiva con incidencia] — ""reverse-transcription quantitative polymerase chain reaction (RT-qPCR). Respiratory syncytial virus wastewater data were positively correlated with the National Infectious Diseases Register-based sampling week incidence (correlation coefficient, CC min = 0.412, max = 0.865)"" (Lansivaara_2024, p.1)",Via ddPCR; verificado.
RES-COMP-01,Comparacion temporal,Ventanas con escaso solapamiento; SARS sem 3-9; enterovirus feb 2026; RSV mar-abr 2026,,SIN_FUENTE,-,dato_propio,mantener,,dato_propio,"PICOC[P=aguas residuales; I=vigilancia de virus respiratorios; O=ventana temporal de circulación; C=contexto estacional/circulación local por virus] — ""annual variation of the start and the end of the RSV season, it makes perfect sense that passive prophylaxis programs should be initiated according to the local RSV circulation pattern"" (Parkins_2023, p.33)",Sin cita; correcto.
RES-SINT-01,Sintesis,Recuperacion SARS en semanas de alta carga; Coxsackie A sin polio; RSV sin caract.; retrospectivas sin secuencia,,SIN_FUENTE,-,dato_propio,mantener,,dato_propio,"PICOC[P=aguas residuales; I=secuenciación (enriquecimiento/amplicón); O=recuperación de genoma según carga viral; C=contraste entre métodos según concentración] — ""the genome coverage breadth obtained for hybrid-capture enrichment was considerably more variable (Fig. 4a and b), likely dependent on the variable concentration of SARS-CoV-2 RNA in the samples"" (Child_2023, p.6)",Sin cita; correcto.
INTROC-SARS-01,Virus de interes: SARS-CoV-2,"SARS-CoV-2 es betacoronavirus de Coronaviridae, con envoltura y genoma ssRNA(+) cercano a 30 kb, el mayor entre los virus de ARN; su espicula une ACE2 y causa COVID-19",Murray_2021,PARCIAL,Murray 9a ed p.472-476,atribucion_fuente,corregir,"Murray solo respalda biologia generica del coronavirus (envuelto, ssRNA+, genoma de cadena + mas largo, 27000-30000 bases); NO menciona SARS-CoV-2, betacoronavirus, Coronaviridae, ACE2 ni COVID-19 (el capitulo es pre-pandemia: coronavirus del resfriado, SARS-CoV 2002 y MERS-CoV)","""El gran genoma de ARN de cadena positiva (27.000 a 30.000 bases)... poseen el genoma mas largo de acido ribonucleico (ARN) de cadena positiva"" (Murray 9a ed, p.472)","PICOC[P: SARS-CoV-2 (agente) / I: descripción estructural de la entrada viral / O: la espícula une el receptor ACE2 / C: biología del coronavirus] — ""The S protein protrudes from the host-derived viral envelope and provides specificity for cellular entry receptors via the angiotensin-converting enzyme 2."" (Parkins_2023, p.5)","GRAVE: betacoronavirus, Coronaviridae, ACE2 y COVID-19 son SIN_FUENTE en Murray; requieren otra cita. '30 kb' es rango 27-30 kb. 'mayor entre virus de ARN' el libro lo restringe a ARN de cadena positiva. Envoltura y ssRNA(+) si estan OK en Murray. PDF escaneado, verificado por OCR."
INTROC-SARS-02,Virus de interes: SARS-CoV-2,Omicron acumulo entre 26 y 32 mutaciones en la proteina de espicula,Zahmatkesh_2022,OK,seccion variantes,,mantener,,"""The Omicron variant is notable for having 26-32 mutations in the spike protein"" (Zahmatkesh 2022, hazadv)","PICOC[P: SARS-CoV-2 variante Ómicron / I: caracterización de mutaciones / O: 26–32 mutaciones en la espícula / C: emergencia de la variante] — ""The Omicron variant is notable for having 26–32 mutations in the spike protein."" (Zahmatkesh_2022, p.2)",Cifra 26-32 verificada textual.
INTROC-SARS-03,Virus de interes: SARS-CoV-2,El seguimiento genomico de variantes se convirtio en prioridad de salud publica,Karthikeyan_2022,OK,abstract,,mantener,,"""Timely and accurate quantification of local prevalence of SARS-CoV-2 variants is thus essential for effective public health"" (Karthikeyan 2022, s41586-022-05049-6, abstract)","PICOC[P: aguas residuales, SARS-CoV-2 y sus linajes / I: vigilancia epidemiológica basada en aguas residuales / O: detección temprana y monitoreo de la dinámica de linajes / C: comunidad] — ""Wastewater-based epidemiological surveillance has been considered a powerful tool for early detection and monitoring of the dynamics of SARS-CoV-2 and its lineages circulating in a community."" (Haque_2023, p.1)","Claim de contexto, respaldado."
INTROC-SARS-04,Virus de interes: SARS-CoV-2,Los genes N1 y N2 de la nucleocapside se adoptaron de forma amplia como blancos de RT-qPCR para deteccion en aguas residuales,Ahmed_2020,NO,Ahmed p.3 (Tabla 1),atribucion_fuente,corregir,"Ahmed 2020 NO uso N1/N2: uso los ensayos N_Sarbeco y NIID_2019-nCoV_N. Ahmed atribuye N1/N2/N3 al CDC y a Medema (Paises Bajos), no a su propio estudio","""For the detection of SARS-CoV-2, the N_Sarbeco and NIID_2019-nCoV_N assays were used"" y ""CDC N1, N2 and N3... have been used to detect SARS-CoV-2 in wastewater samples from the Netherlands (Medema et al.)"" (ahmed-2020)","PICOC[P: SARS-CoV-2 en aguas residuales / I: RT-qPCR multiplex CDC N1/N2 / O: dos regiones distintas del gen N como blancos / C: vigilancia en Bangkok, LMIC] — ""The US CDC N1 and N2 multiplex RT-qPCR assays targeting two different regions of the SARS-CoV-2 N gene..."" (Sangsanont_2022, p.3)","Misatribucion. Si se conserva la idea de adopcion amplia de N1/N2, citar protocolo CDC o Medema; si se cita Ahmed, decir que uso N_Sarbeco y NIID."
INTROC-SARS-05,Virus de interes: SARS-CoV-2,La secuenciacion identifica variantes regionalmente prevalentes cuando hay cobertura suficiente en las posiciones informativas,Crits_Christoph_2021,OK,titulo y resultados,matiz_parafrasis,mantener,,"""Genome Sequencing of Sewage Detects Regionally Prevalent SARS-CoV-2 Variants"" y ""genomic accuracy for recovery of consensus SARS-CoV-2 genomes so long as sufficient coverage is achieved"" (crits-christoph-2021)","PICOC[P: aguas residuales, SARS-CoV-2 / I: secuenciación metatranscriptómica / O: recuperación de linajes predominantes condicionada a cobertura suficiente / C: áreas servidas del norte de California] — ""Consensus genomes may represent predominant SARS-CoV-2 lineages in the population in the serviced areas during the summer of 2020. The results demonstrate genomic accuracy for recovery of consensus SARS-CoV-2 genomes so long as sufficient coverage is achieved in metatranscriptomic data sets."" (Crits_Christoph_2021, p.4)",'posiciones informativas' es parafrasis; la fuente dice 'sufficient coverage / breadth of coverage'. Idea defendible.
INTROC-SARS-06,Virus de interes: SARS-CoV-2,"Karthikeyan resolvio la estimacion de linajes en 295 dias en UCSD, alcanzo cobertura ~95% con cargas bajas, desarrollo Freyja (deconvolucion de proporcion de linajes) y detecto VOC hasta 14 dias antes que la clinica",Karthikeyan_2022,OK,abstract y texto,,mantener,,"""295-day wastewater and clinical sequencing effort"" / ""near 95% genome coverage even for samples with low viral load"" / ""we developed Freyja, a tool to estimate the relative abundance of virus lineages in a mixed sample"" / ""detected emerging variants of concern up to 14 days earlier in wastewater samples"" (Karthikeyan 2022)","PICOC[P: aguas residuales, SARS-CoV-2 VOC / I: secuenciación y deconvolución de linajes (Freyja) / O: detección de VOC hasta 14 días antes que la clínica / C: campus UCSD vs vigilancia genómica clínica] — ""We detected emerging variants of concern up to 14 days earlier in wastewater samples, and identified multiple instances of virus spread not captured by clinical genomic surveillance."" (Karthikeyan_2022, p.1)","Todas las cifras (295, 95%, 14 dias, UCSD, Freyja) verificadas textualmente."
INTROC-SARS-07,Virus de interes: SARS-CoV-2,"En la PTAR Quitumbe se aplico Oxford Nanopore y Freyja para asignar linajes de Omicron desde muestreo pasivo, con deteccion ambiental de JN.1 antes de su identificacion clinica local",MejiaCalle_2024,OK,resumen y texto,,mantener,,"""la variante omicron, con linajes como HN.1, EG.5.1.6, XBB.1.5.1.5 y HV.1"" y ""the JN.1 lineage was first detected in wastewater, preceding its appearance in clinical samples by several months. The same phenomenon occurred in our study in Ecuador"" (00331348-MejiaCalle)","PICOC[P: aguas residuales PTAR Quitumbe, SARS-CoV-2 / I: muestreo pasivo, Nanopore y Freyja / O: JN.1 detectado antes que la identificación clínica / C: Quito, Ecuador (LMIC)] — ""Notably, the JN.1 lineage appeared during the infection peaks in Quito in October 2023 and February 2024, showing proportions similar to those found in circulating clinical samples from these periods and, in some cases, appearing even before clinical identification."" (MejiaCalle_2024, p.10)","Antecedente local, verificado."
INTROC-RSV-01,Virus de interes: RSV,"RSV es virus con envoltura y genoma ssRNA de sentido negativo, de la familia Pneumoviridae",Murray_2021,PARCIAL,Murray Cap.48 (PDF p.491-501),clasificacion_desactualizada,corregir,"Murray 9a ed clasifica al VRS en la familia PARAMYXOVIRIDAE (Tabla 48.1), subfamilia Pneumovirinae, genero Pneumovirus; NO usa la familia 'Pneumoviridae'. Envoltura y ssRNA(-) si estan OK","""Virion grande constituido por un genoma de ARN de sentido negativo en una nucleocapside helicoidal rodeada por una envoltura"" y Tabla 48.1 'Paramyxoviridae': ""Pneumovirus -> Virus respiratorio sincitial"" (Murray 9a ed, Cap.48)","PICOC[P: RSV como agente; caracterización virológica del patógeno] — ""RSV is an enveloped, single-stranded, negative-sense RNA virus that infects humans and has two subtypes, RSV A and RSV B"" (Zambrana_2024, p.2)","'Pneumoviridae' es la taxonomia ICTV moderna (2016), no la de Murray. Corregir la fuente de la familia o cambiar clasificacion citada. PDF escaneado, verificado por OCR."
INTROC-RSV-02,Virus de interes: RSV,Se diferencian dos subgrupos antigenicos RSV-A y RSV-B cuya predominancia alterna entre temporadas,Lansivaara_2024;Zambrana_2024,OK,Zambrana p.1; Lansivaara abstract,matiz_terminologico,mantener,,"""It has two subtypes, RSV A and RSV B, but little is known regarding the predominance of these subtypes during different seasons"" y ""typically one subtype predominates in a particular season"" (zambrana-et-al-2024)","PICOC[P: subgrupos RSV-A/RSV-B en población; C/O: alternancia de predominancia entre temporadas] — ""Multiple subtypes can circulate simultaneously within the population, with dominant subtypes typically shifting from year to year."" (Le_2025, p.2)",La alternancia la sostiene Zambrana; Lansivaara solo confirma existencia de A/B. Fuentes dicen 'subtypes'; tesis dice 'subgrupos antigenicos'.
INTROC-RSV-03,Virus de interes: RSV,En Estados Unidos RSV provoca hasta 80.000 hospitalizaciones pediatricas anuales,Zulli_2024,OK,Introduction,,mantener,,"""In the US, RSV annually accounts for up to 80,000 hospitalizations and over 520,000 emergency department visits in children under 5"" (Zulli 2024, observations RSV)","PICOC[P: RSV en EEUU; O: carga de hospitalización pediátrica anual] — ""Each year in the United States, RSV causes between 58,000 and 80,000 children hospitalizations and 6,000–10,000 older adult deaths"" (Zambrana_2024, p.1)",'up to' = 'hasta'. Cifra verificada.
INTROC-RSV-04,Virus de interes: RSV,A escala global se atribuyen a RSV mas de 100.000 muertes anuales en menores de cinco anos,Zulli_2024,PARCIAL,Introduction,sobreespecificacion,corregir,"La fuente dice 'over 100,000 pediatric deaths worldwide', sin restringir a menores de 5 anos; el calificador '<5' en Zulli aplica a hospitalizaciones/urgencias, no a las muertes","""[RSV] is responsible for over 100,000 pediatric deaths worldwide each year"" (Zulli 2024)","PICOC[P: RSV en menores de cinco años a escala global; O: mortalidad anual] — ""It is estimated that over 100,000 deaths of children under the age of five are attributed to RSV annually globally"" (Zambrana_2024, p.1)",La tesis sobre-especifica 'menores de cinco anos' para las muertes. Corregir a 'muertes pediatricas en el mundo' o citar otra fuente que precise <5.
INTROC-RSV-05,Virus de interes: RSV,La aparicion de inmunizacion pasiva y de vacunas dirigidas incrementa la necesidad de observar la circulacion del virus y la diversidad de sus subgrupos,Mercier_2025,PARCIAL,Mercier p.3,cita_insuficiente,corregir,"Mercier respalda inmunizacion pasiva (palivizumab, nirsevimab) y vacuna materna RSVpreF y la necesidad de vigilancia para guiar la inmunoprofilaxis; NO trata 'diversidad de subgrupos' RSV-A/B","""monoclonal antibodies, palivizumab and nirsevimab, and maternal RSVpreF vaccine"" (Mercier 2025)","PICOC[I: inmunoprofilaxis pasiva (anticuerpos monoclonales); O/C: éxito depende de alinear con la circulación comunitaria del virus] — ""In most countries, RSV exhibits a seasonal pattern; hence, maximizing the success of immunoprophylaxis with RSV monoclonal antibodies is dependent upon deployment programs being accurately aligned with the onset of community RSV prevalence."" (Mercier_2025, p.3)","'diversidad de sus subgrupos' no esta en Mercier; apoyar esa parte en Zambrana o Le, o retirarla de la cita a Mercier."
INTROC-RSV-06,Virus de interes: RSV,"Hughes establecio la asociacion entre el ARN de RSV en solidos sedimentados y la positividad clinica (Kendall tau = 0,65-0,77)",Hughes_2022,OK,abstract y resultados,,mantener,,"""its concentration in settled solids is strongly associated (Kendall's tau = 0.65-0.77, p < 10-7) with clinical positivity rates for RSV"" (Hughes 2022)","PICOC[P: RSV en sólidos sedimentados; I: cuantificación; O/C: asociación con positividad clínica, Kendall tau 0.65-0.77] — ""We further show that its concentration in settled solids is strongly associated (Kendalls tau = 0.65−0.77, p < 10−7) with clinical positivity rates for RSV at sentinel laboratories across the state in 2021, a year with anomalous seasonal trends of RSV disease."" (Hughes_2022, p.1)",Matriz (settled solids) y rango tau verificados exactamente.
INTROC-RSV-07,Virus de interes: RSV,"Zulli extendio la deteccion a 176 sitios de EEUU en la temporada 2022-2023, con concentraciones hasta 10^7 copias/g correlacionadas con positividad y hospitalizacion a escala estatal y nacional",Zulli_2024,OK,p.4 y resultados,,mantener,,"""concentrations in wastewater solids from 176 sites during the 2022-2023 Season"" / ""Concentrations ranged from undetectable to 10^7 copies per gram"" / ""RSV RNA concentration aggregated at state and national levels correlated with infection positivity and hospitalization rates"" (Zulli 2024)","PICOC[P: RSV en sólidos de aguas residuales, 176 sitios EEUU; I: medición temporada 2022-2023; C: vs positividad y hospitalización] — ""We measured RSV RNA concentrations in wastewater solids from 176 sites during the 2022−2023 RSV season and compared those to publicly available RSV infection positivity and hospitalization rates."" (Zulli_2024, p.1)","176 sitios, 2022-2023, 10^7 copias/g, correlacion estatal/nacional: todas verificadas."
INTROC-RSV-08,Virus de interes: RSV,"Lansivaara evaluo vigilancia nacional en Finlandia con 150 muestras de diez plantas que cubren el 40% de la poblacion, correlaciones con incidencia de 0,41-0,87, y con incidencia >4 casos/100.000/semana el virus se detecto en todas las muestras",Lansivaara_2024,OK,abstract y resultados,,mantener,,"""150 samples that were collected monthly... from ten wastewater treatment plants that cover 40% of the Finnish population"" / ""correlation coefficient, CCmin = 0.412, max = 0.865"" / ""RSV was detected in all samples when the incidence of RSV exceeded four cases per 100,000 persons in the sampling week"" (Lansivaara 2024)","PICOC[P: RSV, vigilancia nacional Finlandia; I: RT-qPCR; O: correlación 0.412-0.865; C: umbral >4 casos/100.000/semana detectado en todas las muestras] — ""Respiratory syncytial virus wastewater data were positively correlated with the National Infectious Diseases Register-based sampling week incidence (correlation coefficient, CC min = 0.412, max = 0.865) and the four-week cumulative incidence (CC min = 0.482, max = 0.814), showing the potential of wastewater-based surveillance in estimating the course of epidemics. When the register-based incidence of respiratory syncytial virus was at least four cases/100,000 persons/sampling week, it was detected in all wastewater samples."" (Lansivaara_2024, p.1)","150, 10 plantas, 40%, 0.41-0.87, umbral 4/100.000: todas verificadas. En discusion aparece otro umbral (5/100.000) de Lehto et al., no del estudio propio."
